country_name,country,year,gdp_usd,gdp_per_capita_usd,gdp_growth_pct,inflation_rate,remittances_pct_gdp,remittances_received_usd,exchange_rate_lcu_per_usd,internet_users_pct,mobile_subscriptions_per100,remittance_cost_pct_sending_200usd
,Nigeria,2021,4.40834E+11,2017.274865,3.647186541,16.95284572,4.419672292,19483402059,401.1520292,35.5098,89.2916,
,Philippines,2021,3.94087E+11,3484.385939,5.714733132,3.927180221,9.308929163,36685313168,49.25459773,66.9078,144.424,
,Turkiye,2021,8.19865E+11,9743.212778,11.43939569,19.59649269,0.08855114,726000000,8.850407549,81.4084,99.5415,13.44
,Viet Nam,2021,3.66475E+11,3704.193559,2.553728526,1.834715548,3.471477576,12722088864,23159.78259,74.21,136.806,
,Argentina,2022,6.3279E+11,13935.68111,5.269879674,72.43075753,0.166952667,1056459896,130.61655,88.3754,131.484,
,Ethiopia,2022,1.26773E+11,1011.073324,5.321759884,33.88987971,0.402453512,510201215.4,51.75621503,,56.9643,
,Nigeria,2022,4.77403E+11,2139.374785,3.251681408,18.84718778,4.216060075,20127614151,425.9791581,37.6975,99.5852,
,Philippines,2022,4.04353E+11,3548.069306,7.580982128,5.821158112,9.409770593,38048724464,54.47778584,75.2111,147.429,
,Turkiye,2022,9.07118E+11,10674.50416,5.533427875,72.30883599,0.076726475,696000000,16.54886042,83.4372,103.721,14.713334
,Viet Nam,2022,4.13445E+11,4147.697772,8.537500468,3.1565075,3.192684066,13200000000,23271.2125,78.59,137.852,
,Argentina,2023,6.46075E+11,14187.48273,-1.611001621,133.4889356,0.156171653,1008986443,296.2580417,89.229,137.706,
,Ethiopia,2023,,,6.594245994,30.21882781,,539360389.3,54.60094807,,,
,Nigeria,2023,3.63846E+11,1596.636961,2.860214991,24.6595502,5.373023609,19549549365,645.1940679,39.2136,98.4773,
,Philippines,2023,4.37056E+11,3804.082741,5.518949679,5.978025155,8.945518077,39096890142,55.63036322,83.7661,117.276,
,Turkiye,2023,1.11825E+12,13105.6585,5.111168185,53.85940876,0.092018536,1029000000,23.73856612,85.9607,105.684,9.956667
,Viet Nam,2023,4.33858E+11,4323.35032,5.065023915,3.252892827,3.226864615,14000000000,23787.31917,78.08,130.991,
,Argentina,2024,6.33267E+11,13858.20398,-1.719105147,219.883929,0.164917106,1044365105,914.6948833,89.6672,,
,Ethiopia,2024,,,7.316691128,21.03774606,,490000000,,,,
,Nigeria,2024,1.8776E+11,806.9456951,3.426439471,33.24209665,11.34053632,21292957333,1478.965197,,,
,Philippines,2024,4.61618E+11,3984.831539,5.692016128,3.21260487,8.725710156,40279405932,57.29065507,,,
,Turkiye,2024,1.32325E+12,15473.28726,3.184024355,58.50645073,0.074210953,982000000,32.80586144,87.3079,,
,Viet Nam,2024,4.76388E+11,4717.290287,7.091187466,3.621092739,3.358605226,16000000000,24164.88583,84.15,,
